Names	total	elements
		PMM1342
		PMM0343
		PMM0275
		PMM0960
		PMM0679
		PMM0475
		PMM0384
		PMM0228
		PMM1033
		PMM1468
		PMM1079
		PMM1461
		PMM0493
		PMM1552
		PMM1056
		PMM1004
		PMM1215
		PMM1181
		PMM0750
		PMM1485
		PMM1488
		PMM0409
		PMM1707
		PMM1639
		PMM1321
		PMM1596
		PMM0433
		PMM0891
		PMM0644
		PMM0198
		PMM0865
		PMM1554
		PMM1669
		PMM0221
		PMM1066
		PMM0774
		PMM0461
		PMM1444
		PMM0248
		PMM1649
		PMM1332
		PMM1171
		PMM1574
		PMM0589
		PMM0764
		PMM1419
		PMM1608
		PMM0668
		PMM0170
		PMM0201
		PMM0025
		PMM1517
		PMM0920
		PMM0367
		PMM1614
		PMM0899
		PMM0883
		PMM0256
		PMM0127
		PMM1500
		PMM0023
		PMM0863
		PMM0870
		PMM0286
		PMM0035
		PMM1642
		PMM1702
		PMM0407
		PMM0544
		PMM0466
		PMM1362
		PMM0142
		PMM0947
		PMM0658
		PMM1252
		PMM0136
		PMM0016
		PMM1407
		PMM0135
		PMM0513
		PMM0734
		PMM0975
		PMM0155
		PMM1235
		PMM1230
		PMM0410
		PMM0004
		PMM0539
		PMM0595
		PMM0702
		PMM0050
		PMM1442
		PMM1697
		PMM1507
		PMM0485
		PMM0044
		PMM1213
		PMM1357
		PMM1694
		PMM1285
		PMM0105
		PMM1222
		PMM0577
		PMM1165
		PMM0446
		PMM0574
		PMM0876
		PMM0530
		PMM0897
		PMM0214
		PMM0392
		PMM0324
		PMM1264
		PMM0434
		PMM0391
		PMM1610
		PMM0090
		PMM1224
		PMM1110
		PMM0736
		PMM0123
		PMM1090
		PMM0785
		PMM1335
		PMM1172
		PMM0927
		PMM0189
		PMM1668
		PMM1062
		PMM0238
		PMM0323
		PMM0515
		PMM1203
		PMM1711
		PMM1637
		PMM1157
		PMM1026
		PMM1077
		PMM0341
		PMM0867
		PMM1088
		PMM0672
		PMM0495
		PMM0800
		PMM0072
		PMM0243
		PMM0001
		PMM0561
		PMM1132
		PMM0733
		PMM0547
		PMM1436
		PMM0045
		PMM0683
		PMM0187
		PMM0549
		PMM0226
		PMM0715
		PMM0635
		PMM1619
		PMM0916
		PMM0845
		PMM0946
		PMM1483
		PMM0179
		PMM0172
		PMM1145
		PMM0935
		PMM0825
		PMM1509
		PMM1298
		PMM1525
		PMM0627
		PMM0288
		PMM0792
		PMM0281
		PMM1634
		PMM0207
		PMM0813
		PMM0508
		PMM1556
		PMM0316
		PMM0590
		PMM0886
		PMM0537
		PMM1140
		PMM1229
		PMM0013
		PMM1647
		PMM0600
		PMM0099
		PMM1379
		PMM0780
		PMM0292
		PMM1355
		PMM0610
		PMM1453
		PMM0020
		PMM0856
		PMM0823
		PMM0487
		PMM0748
		PMM1293
		PMM0641
		PMM0336
		PMM0168
		PMM0525
		PMM0990
		PMM0609
		PMM0304
		PMM1167
		PMM0678
		PMM0507
		PMM1562
		PMM0138
		PMM0067
		PMM1597
		PMM1652
		PMM0103
		PMM0580
		PMM1241
		PMM1673
		PMM1440
		PMM0036
		PMM1191
		PMM1391
		PMM1472
		PMM1540
		PMM0694
		PMM1659
		PMM1270
		PMM0653
		PMM0986
		PMM1480
		PMM0556
		PMM1259
		PMM0482
		PMM0199
		PMM1152
		PMM0831
		PMM1409
		PMM0398
		PMM1341
		PMM0279
		PMM0153
		PMM0269
		PMM1463
		PMM0212
		PMM1492
		PMM0636
		PMM0491
		PMM1696
		PMM0301
		PMM0101
		PMM0028
		PMM0106
		PMM0542
		PMM0263
		PMM0909
		PMM0096
		PMM1581
		PMM0442
		PMM0579
		PMM0040
		PMM0403
		PMM0794
		PMM1075
		PMM0516
		PMM0224
		PMM0146
		PMM1551
		PMM0892
		PMM1682
		PMM0895
		PMM0436
		PMM0586
		PMM1570
		PMM0047
		PMM1219
		PMM1412
		PMM1447
		PMM0973
		PMM0484
		PMM0070
		PMM0065
		PMM0241
		PMM0159
		PMM0674
		PMM1400
		PMM0462
		PMM0282
		PMM1147
		PMM1084
		PMM1584
		PMM1304
		PMM1039
		PMM1542
		PMM0270
		PMM1490
		PMM0144
		PMM0787
		PMM1354
		PMM0092
		PMM0511
		PMM1434
		PMM1097
		PMM1338
		PMM1535
		PMM1389
		PMM1640
		PMM1663
		PMM1231
		PMM1201
		PMM1195
		PMM1091
		PMM0843
		PMM1011
		PMM1266
		PMM0011
		PMM0478
		PMM0218
		PMM0903
		PMM0079
		PMM1101
		PMM0900
		PMM0551
		PMM0988
		PMM1257
		PMM0665
		PMM0128
		PMM1716
		PMM0778
		PMM1523
		PMM0054
		PMM1623
		PMM0219
		PMM0821
		PMM1393
		PMM0085
		PMM0613
		PMM1343
		PMM0205
		PMM1008
		PMM0209
		PMM0194
		PMM1538
		PMM0523
		PMM1115
		PMM0449
		PMM0306
		PMM0754
		PMM1193
		PMM0918
		PMM0167
		PMM1366
		PMM0741
		PMM1160
		PMM0889
		PMM0661
		PMM0767
		PMM0034
		PMM1287
		PMM0535
		PMM1688
		PMM1189
		PMM0629
		PMM0618
		PMM0489
		PMM0032
		PMM1666
		PMM1273
		PMM1494
		PMM0713
		PMM0796
		PMM0454
		PMM0372
		PMM1604
		PMM1319
		PMM0059
		PMM0073
		PMM1504
		PMM0738
		PMM1169
		PMM1073
		PMM1654
		PMM0760
		PMM0992
		PMM0430
		PMM0854
		PMM0131
		PMM1107
		PMM1331
		PMM1705
		PMM1051
		PMM0315
		PMM0356
		PMM0414
		PMM0816
		PMM0582
		PMM0501
		PMM1372
		PMM0448
		PMM0766
		PMM1553
		PMM0664
		PMM1065
		PMM1142
		PMM0890
		PMM1182
		PMM0250
		PMM1099
		PMM0949
		PMM0584
		PMM0882
		PMM1261
		PMM0416
		PMM0083
		PMM1579
		PMM0287
		PMM0222
		PMM1246
		PMM1361
		PMM0932
		PMM1286
		PMM0202
		PMM0242
		PMM0176
		PMM0604
		PMM1208
		PMM1239
		PMM1655
		PMM0377
		PMM0104
		PMM1328
		PMM1263
		PMM1300
		PMM0527
		PMM0746
		PMM0143
		PMM0955
		PMM1255
		PMM0868
		PMM0284
		PMM0646
		PMM1678
		PMM1049
		PMM1524
		PMM1281
		PMM1582
		PMM1615
		PMM1082
		PMM0531
		PMM0451
		PMM1336
		PMM1150
		PMM0345
		PMM1645
		PMM0503
		PMM0529
		PMM1557
		PMM0486
		PMM0387
		PMM0411
		PMM1638
		PMM0051
		PMM0553
		PMM1706
		PMM0908
		PMM0115
		PMM1451
		PMM0583
		PMM0472
		PMM0708
		PMM0565
		PMM1166
		PMM0875
		PMM0134
		PMM1603
		PMM0597
		PMM1103
		PMM0639
		PMM1380
		PMM1489
		PMM0829
		PMM0005
		PMM0808
		PMM0185
		PMM0974
		PMM0803
		PMM0841
		PMM0912
		PMM1153
		PMM1433
		PMM0274
		PMM1529
		PMM0494
		PMM0838
		PMM0957
		PMM1514
		PMM0295
		PMM0038
		PMM0397
		gi|54036848|sp|P63284.1|CLPB_ECOLI
		PMM1312
		PMM0543
		PMM0752
		PMM1346
		PMM0063
		PMM1218
		PMM1546
		PMM0533
		PMM0330
		PMM1314
		PMM0048
		PMM0195
		PMM0126
		PMM0266
		PMM1686
		PMM1333
		PMM0354
		PMM1196
		PMM1609
		PMM0784
		PMM1416
		PMM0200
		PMM1116
		PMM0408
		PMM0871
		PMM0026
		PMM0878
		PMM0925
		PMM0662
		PMM1428
		PMM0671
		PMM0453
		PMM0247
		PMM1555
		PMM0162
		PMM1290
		PMM0575
		PMM1443
		PMM1643
		PMM0771
		PMM0413
		PMM0633
		PMM0257
		PMM1613
		PMM1650
		PMM0469
		PMM0885
		PMM0467
		PMM0877
		PMM0024
		PMM0420
		PMM1450
		PMM1467
		PMM1047
		PMM0340
		PMM0948
		PMM1478
		PMM1274
		PMM0117
		PMM0906
		PMM0406
		PMM1607
		PMM1053
		PMM0289
		PMM0976
		PMM0394
		PMM0399
		PMM1522
		PMM0567
		PMM1466
		PMM1309
		PMM0538
		PMM1174
		PMM1600
		PMM0594
		PMM1392
		PMM1693
		PMM0137
		PMM1625
		PMM1236
		PMM1575
		PMM1441
		PMM1627
		PMM0043
		PMM0003
		PMM1221
		PMM0245
		PMM1568
		PMM1187
		PMM0124
		PMM0320
		PMM0919
		PMM0290
		PMM1671
		PMM0758
		PMM0506
		PMM0963
		PMM0075
		PMM0229
		PMM1577
		PMM0498
		PMM1204
		PMM0681
		PMM0827
		PMM1712
		PMM1685
		PMM1534
		PMM0311
		PMM0150
		PMM0097
		PMM1334
		PMM1438
		PMM1265
		PMM0163
		PMM0474
		PMM0366
		PMM0110
		PMM0545
		PMM0645
		PMM1007
		PMM0197
		PMM0676
		PMM0496
		PMM1164
		PMM0312
		PMM1657
		PMM0558
		PMM0951
		PMM0260
		PMM0164
		PMM0961
		PMM0864
		PMM1060
		PMM0458
		PMM1544
		PMM1122
		PMM0329
		PMM0015
		PMM0804
		PMM1401
		PMM1548
		PMM1078
		PMM0081
		PMM1216
		PMM0426
		PMM0759
		PMM0235
		PMM1129
		PMM1032
		PMM1460
		PMM0793
		PMM0985
		PMM0928
		PMM1356
		PMM1138
		PMM0611
		PMM1243
		PMM1292
		PMM0055
		PMM1074
		PMM0291
		PMM1102
		PMM0862
		PMM0014
		PMM1508
		PMM1648
		PMM1622
		PMM0009
		PMM0747
		PMM0742
		PMM1386
		PMM1009
		PMM0208
		PMM0846
		PMM0536
		PMM0227
		PMM1364
		PMM0888
		PMM1299
		PMM0649
		PMM0012
		PMM0273
		PMM1042
		PMM0139
		PMM1031
		PMM0278
		PMM0191
		PMM1471
		PMM0749
		PMM1658
		PMM1470
		PMM0373
		PMM1674
		PMM0945
		PMM0887
		PMM0169
		PMM0481
		PMM0588
		PMM0393
		PMM0109
		PMM0824
		PMM0415
		PMM0832
		PMM1324
		PMM1120
		PMM1573
		PMM0950
		PMM1121
		PMM1550
		PMM0152
		PMM1559
		PMM1599
		PMM0762
		PMM1590
		PMM0944
		PMM0188
		PMM1536
		PMM0254
		PMM1190
		PMM0322
		PMM0970
		PMM0632
		PMM0470
		PMM1096
		PMM0046
		PMM1185
		PMM0844
		PMM0810
		PMM0310
		PMM0058
		PMM1015
		PMM0395
		PMM1251
		PMM0795
		PMM0130
		PMM1606
		PMM1080
		PMM1588
		PMM0452
		PMM0546
		PMM1087
		PMM0512
		PMM1636
		PMM1061
		PMM1486
		PMM0666
		PMM0435
		PMM0619
		PMM0206
		PMM1180
		PMM1109
		PMM0455
		PMM0788
		PMM0133
		PMM1131
		PMM0772
		PMM1119
		PMM1112
		PMM1665
		PMM1076
		PMM0680
		PMM1027
		PMM1202
		PMM0145
		PMM1565
		PMM0178
		PMM1055
		PMM1307
		PMM0244
		PMM0569
		PMM1519
		PMM0231
		PMM1283
		PMM0704
		PMM0480
		PMM0548
		PMM1002
		PMM1237
		PMM0777
		PMM0896
		PMM0181
		PMM1232
		PMM1510
		PMM1139
		PMM1310
		PMM0913
		PMM0593
		PMM0088
		PMM0769
		PMM1501
		PMM0874
		PMM1258
		PMM0550
		PMM1297
		PMM0509
		PMM0002
		PMM0902
		PMM0156
		PMM0614
		PMM1210
		PMM0285
		PMM0801
		PMM0479
		PMM0779
		PMM0744
		PMM1526
		PMM0204
		PMM1158
		PMM0869
		PMM1294
		PMM0768
		PMM0930
		PMM1227
		PMM0184
		PMM0901
		PMM0797
		PMM1704
		PMM0057
		PMM0917
		PMM1305
		PMM0695
		PMM0608
		PMM1240
		PMM1072
		PMM1611
		PMM1192
		PMM0706
		PMM1288
		PMM1326
		PMM0617
		PMM1481
		PMM0074
		PMM0725
		PMM0068
		PMM0379
		PMM1052
		PMM0993
		PMM0581
		PMM0333
		PMM0149
		PMM0987
		PMM1106
		PMM0929
		PMM1370
		PMM1653
		PMM0789
		PMM1092
		PMM0017
		PMM1271
		PMM1680
		PMM1464
		PMM1170
		PMM0770
		PMM0980
		PMM0637
		PMM0967
		PMM0355
		PMM0599
		PMM0894
		PMM0276
		PMM1592
		PMM0457
		PMM0223
		PMM1068
		PMM0477
		PMM0514
		PMM0325
		PMM0942
		PMM0562
		PMM1234
		PMM0585
		PMM0029
		PMM1247
		PMM0041
		PMM1530
		PMM1541
		PMM0010
		PMM1618
		PMM0560
		PMM0100
		PMM0071
		PMM1646
		PMM1098
		PMM0572
		PMM0147
		PMM0782
		PMM1025
		PMM0370
		PMM0842
		PMM0520
		PMM1448
		PMM0972
		PMM0173
		PMM0404
		PMM1063
		PMM0640
		PMM1425
		PMM1585
		PMM0775
		PMM1484
		PMM1344
		PMM0233
		PMM0422
		PMM0643
		PMM1021
		PMM0924
		PMM0064
		PMM0682
		PMM1114
		PMM0578
		PMM1339
		PMM0211
		PMM0591
Comet>3 proteins	216	PMM0182
		PMM1432
		PMM0098
		PMM0911
		PMM1163
		PMM1276
		PMM0719
		PMM0265
		PMM0428
		PMM0463
		PMM0933
		PMM0300
		PMM1571
		PMM0724
		PMM1496
		PMM1406
		PMM1207
		PMM0534
		PMM0116
		PMM0559
		PMM1211
		PMM0605
		PMM0954
		PMM1677
		PMM1023
		PMM0365
		PMM1188
		PMM0344
		PMM1593
		PMM1446
		PMM1159
		PMM1505
		PMM1388
		PMM0497
		PMM0826
		PMM1317
		PMM1262
		PMM0745
		PMM0177
		PMM0296
		PMM1006
		PMM1499
		PMM1143
		PMM1141
		PMM0722
		PMM0833
		PMM0956
		PMM0421
		PMM1059
		PMM0532
		PMM1291
		PMM0687
		PMM0376
		PMM0984
		PMM0884
		PMM1093
		PMM1563
		PMM0699
		PMM0348
		PMM1626
		PMM0246
		PMM1439
		PMM0400
		PMM0667
		PMM0094
		PMM0151
		PMM1414
		PMM1426
		PMM0108
		PMM0964
		PMM1449
		PMM1502
		PMM1284
		PMM0573
		PMM1703
		PMM0351
		PMM1306
		PMM0267
		PMM1275
		PMM0688
		PMM0052
		PMM0652
		PMM1162
		PMM0837
		PMM1572
		PMM0858
		PMM0851
		PMM1708
		PMM0763
		PMM1325
		PMM0112
		PMM1289
		PMM1469
		PMM0880
		PMM0943
		PMM0121
		PMM0148
		PMM1128
		PMM1044
		PMM1617
		PMM1475
		PMM1111
		PMM1178
		PMM0921
		PMM1474
		PMM1003
		PMM0998
		PMM1591
		PMM0554
		PMM0620
		PMM1675
		PMM0114
		PMM1268
		PMM1256
		PMM0418
		PMM0898
		PMM1405
		PMM0160
		PMM0621
		PMM1019
		PMM1476
		PMM1279
		PMM1431
		PMM0166
		PMM0022
		PMM1408
		PMM1616
		PMM0737
		PMM0731
		PMM0628
		PMM0056
		PMM0727
		PMM0154
		PMM1445
		PMM0606
		PMM0368
		PMM1511
		PMM1352
		PMM0997
		PMM1714
		PMM1001
		PMM0429
		PMM1071
		PMM0934
		PMM1497
		PMM0447
		PMM0349
		PMM0958
		PMM0983
		PMM0791
		PMM1493
		PMM1253
		PMM0622
		PMM1506
		PMM1151
		PMM1479
		PMM0132
		PMM1214
		PMM1531
		PMM0087
		PMM1421
		PMM1089
		PMM1487
		PMM1667
		PMM0007
		PMM0648
		PMM0602
		PMM1348
		PMM0352
		PMM1353
		PMM1528
		PMM0158
		PMM0283
		PMM0280
		PMM0380
		PMM0873
		PMM1383
		PMM1108
		PMM1054
		PMM0500
		PMM1683
		PMM0443
		PMM0118
		PMM0735
		PMM1005
		PMM0522
		PMM0965
		PMM0186
		PMM1267
		PMM0673
		PMM0268
		PMM0922
		PMM0670
		PMM0019
		PMM1000
		PMM0309
		PMM0601
		PMM0866
		PMM0307
		PMM0555
		PMM0425
		PMM0631
		PMM0364
		PMM1676
		PMM0830
		PMM0465
		PMM0437
		PMM0093
		PMM0952
		PMM0252
		PMM0634
		PMM1690
		PMM0293
		PMM0271
		PMM0264
		PMM1083
Peaks 80 PePEx proteins	83	PMM0697
		PMM0277
		PMM1410
		PMM0839
		PMM0294
		PMM0431
		PMM0328
		PMM0802
		PMM0616
		PMM1368
		PMM0417
		PMM0528
		PMM0840
		PMM1137
		PMM0524
		PMM1244
		PMM0638
		PMM0401
		PMM0592
		PMM0232
		PMM0729
		PMM0624
		PMM0879
		PMM0978
		PMM1016
		PMM0190
		PMM1359
		PMM0761
		PMM0174
		PMM0809
		PMM0953
		PMM1228
		PMM0332
		PMM0730
		PMM0755
		PMM0006
		PMM1518
		PMM0995
		PMM0251
		PMM0773
		PMM0460
		PMM0504
		PMM1179
		PMM0651
		PMM1629
		PMM0069
		PMM1423
		PMM1206
		PMM1010
		PMM1014
		PMM1701
		PMM1124
		PMM1397
		PMM0654
		PMM0272
		PMM0061
		PMM0318
		PMM1632
		PMM0691
		PMM0080
		PMM0359
		PMM0968
		PMM0317
		PMM1580
		PMM1249
		PMM1491
		PMM0693
		PMM1127
		PMM0298
		PMM1048
		PMM0225
		PMM0213
		PMM0938
		PMM1144
		PMM1631
		PMM0939
		PMM1710
		PMM0714
		PMM1709
		PMM1038
		PMM0441
		PMM1017
		PMM0217
