Names	total	elements
		PMM1222
		PMM0577
		PMM1165
		PMM0446
		PMM0574
		PMM0876
		PMM0530
		PMM0400
		PMM0667
		PMM0897
		PMM0214
		PMM0392
		PMM0324
		PMM0151
		PMM1264
		PMM0434
		PMM0391
		PMM1414
		PMM1610
		PMM0090
		PMM1224
		PMM1110
		PMM0108
		PMM0736
		PMM1090
		PMM0123
		PMM1335
		PMM0785
		PMM0927
		PMM0189
		PMM1668
		PMM1062
		PMM0238
		PMM0323
		PMM0515
		PMM1203
		PMM1711
		PMM1637
		PMM1157
		PMM1026
		PMM1449
		PMM1077
		PMM1502
		PMM0867
		PMM0341
		PMM1284
		PMM1088
		PMM0672
		PMM0495
		PMM0800
		PMM1703
		PMM0072
		PMM0243
		PMM0001
		PMM1132
		PMM0561
		PMM0733
		PMM0547
		PMM1436
		PMM0045
		PMM0187
		PMM0683
		PMM0549
		PMM0226
		PMM0635
		PMM1619
		PMM0916
		PMM1306
		PMM0845
		PMM0946
		PMM1483
		PMM0179
		PMM0172
		PMM1145
		PMM0267
		PMM0935
		PMM1275
		PMM0825
		PMM1509
		PMM1298
		PMM1525
		PMM0627
		PMM0288
		PMM0281
		PMM1634
		PMM0207
		PMM0813
		PMM0508
		PMM0688
		PMM1556
		PMM0590
		PMM0316
		PMM0886
		PMM1140
		PMM1229
		PMM0013
		PMM1647
		PMM0600
		PMM0099
		PMM1379
		PMM0780
		PMM0292
		PMM1355
		PMM0610
		PMM1162
		PMM1453
		PMM0020
		PMM0837
		PMM0856
		PMM0823
		PMM0487
		PMM0748
		PMM1293
		PMM0641
		PMM0336
		PMM0858
		PMM0168
		PMM0525
		PMM0990
		PMM0851
		PMM0609
		PMM0304
		PMM1167
		PMM0507
		PMM0678
		PMM1562
		PMM0138
		PMM0067
		PMM1652
		PMM0103
		PMM1708
		PMM1241
		PMM0580
		PMM1673
		PMM1440
		PMM0036
		PMM1191
		PMM1391
		PMM1472
		PMM1540
		PMM0694
		PMM0763
		PMM0653
		PMM1270
		PMM1659
		PMM0986
		PMM1325
		PMM0112
		PMM0556
		PMM1480
		PMM1289
		PMM1259
		PMM0482
		PMM1152
		PMM0199
		PMM1409
		PMM0831
		PMM0398
		PMM1341
		PMM0279
		PMM0153
		PMM0269
		PMM1463
		PMM0212
		PMM1492
		PMM0636
		PMM0491
		PMM1696
		PMM0301
		PMM0101
		PMM0028
		PMM0880
		PMM0106
		PMM0542
		PMM0263
		PMM0909
		PMM0096
		PMM1581
		PMM0442
		PMM0943
		PMM0121
		PMM0579
		PMM0040
		PMM0794
		PMM0403
		PMM0148
		PMM1075
		PMM0516
		PMM0224
		PMM0146
		PMM1682
		PMM0892
		PMM1551
		PMM0895
		PMM0436
		PMM1570
		PMM0047
		PMM1412
		PMM1219
		PMM1447
		PMM0973
		PMM0484
		PMM0070
		PMM0065
		PMM1044
		PMM0159
		PMM0241
		PMM0674
		PMM1400
		PMM0462
		PMM0282
		PMM1147
		PMM1084
		PMM1584
		PMM1304
		PMM1039
		PMM1542
		PMM1490
		PMM0144
		PMM0787
		PMM1354
		PMM0092
		PMM0511
		PMM1434
		PMM1097
		PMM0809
		PMM1338
		PMM1535
		PMM1389
		PMM1640
		PMM1663
		PMM1231
		PMM1201
		PMM1195
		PMM1091
		PMM1617
		PMM0843
		PMM1266
		PMM1011
		PMM0011
		PMM0478
		PMM1475
		PMM0218
		PMM0903
		PMM1111
		PMM0079
		PMM1178
		PMM1101
		PMM0900
		PMM0551
		PMM0988
		PMM1716
		PMM0128
		PMM1257
		PMM0665
		PMM0921
		PMM0778
		PMM1523
		PMM0054
		PMM1623
		PMM0219
		PMM1474
		PMM0821
		PMM1393
		PMM0085
		PMM0613
		PMM1343
		PMM0205
		PMM1008
		PMM0209
		PMM0194
		PMM1538
		PMM1003
		PMM0523
		PMM1115
		PMM0449
		PMM0306
		PMM0754
		PMM1193
		PMM0918
		PMM0167
		PMM1366
		PMM0741
		PMM1160
		PMM0661
		PMM0889
		PMM0767
		PMM0034
		PMM1287
		PMM0535
		PMM1688
		PMM1189
		PMM0629
		PMM0618
		PMM0489
		PMM0032
		PMM1666
		PMM1273
		PMM1494
		PMM0713
		PMM0796
		PMM0454
		PMM0372
		PMM1604
		PMM1591
		PMM1319
		PMM0059
		PMM0073
		PMM1504
		PMM0554
		PMM1169
		PMM0620
		PMM1073
		PMM0760
		PMM1654
		PMM0992
		PMM0430
		PMM0854
		PMM0131
		PMM1107
		PMM1331
		PMM1705
		PMM1675
		PMM1051
		PMM0315
		PMM0356
		PMM0114
		PMM0414
		PMM0582
		PMM0501
		PMM1372
		PMM0448
		PMM1268
		PMM1553
		PMM0766
		PMM1256
		PMM0664
		PMM1065
		PMM0418
		PMM1142
		PMM0898
		PMM1182
		PMM0890
		PMM0250
		PMM1405
		PMM1099
		PMM0882
		PMM0160
		PMM0584
		PMM0621
		PMM1261
		PMM0416
		PMM0083
		PMM1019
		PMM1579
		PMM0287
		PMM0222
		PMM1246
		PMM1279
		PMM0932
		PMM1361
		PMM1286
		PMM0171
		PMM1431
		PMM0242
		PMM0202
		PMM0166
		PMM0604
		PMM0022
		PMM1208
		PMM1408
		PMM1239
		PMM1655
		PMM0377
		PMM0104
		PMM1328
		PMM1263
		PMM0527
		PMM1300
		PMM0955
		PMM0143
		PMM0868
		PMM0284
		PMM0646
		PMM1678
		PMM1049
		PMM1524
		PMM1582
		PMM1281
		PMM1082
		PMM0531
		PMM1336
		PMM0451
		PMM1150
		PMM0345
		PMM1645
		PMM0503
		PMM0529
		PMM1557
		PMM0486
		PMM0387
		PMM1616
		PMM0411
		PMM1638
		PMM0051
		PMM0553
		PMM0737
		PMM0908
		PMM1706
		PMM0115
		PMM1451
		PMM0583
		PMM0472
		PMM0708
		PMM0565
		PMM1166
		PMM0727
		PMM0875
		PMM0134
		PMM0154
		PMM0606
		PMM1445
		PMM0368
		PMM1603
		PMM0597
		PMM1103
		PMM0639
		PMM1511
		PMM1380
		PMM1352
		PMM1489
		PMM0829
		PMM0005
		PMM0808
		PMM0185
		PMM0974
		PMM0803
		PMM0841
		PMM0912
		PMM1433
		PMM0274
		PMM1529
		PMM0997
		PMM1714
		PMM0494
		PMM0957
		PMM1514
		PMM0295
		PMM0038
		PMM0397
		PMM1312
		PMM0752
		PMM0543
		PMM1346
		PMM0063
		PMM1218
		PMM1546
		PMM0533
		PMM0330
		PMM1314
		PMM0048
		PMM0195
		PMM0126
		PMM0266
		PMM1686
		PMM1333
		PMM0429
		PMM0354
		PMM1196
		PMM0784
		PMM1609
		PMM1071
		PMM0200
		PMM1416
		PMM0934
		PMM0871
		PMM0026
		PMM0878
		PMM0925
		PMM0662
		PMM1428
		PMM0671
		PMM0453
		PMM0247
		PMM1555
		PMM0162
		PMM1290
		PMM0575
		PMM1443
		PMM1643
		PMM1497
		PMM0771
		PMM0447
		PMM0413
		PMM0633
		PMM0257
		PMM1650
		PMM1613
		PMM0469
		PMM0885
		PMM0467
		PMM0877
		PMM0958
		PMM0983
		PMM0420
		PMM1467
		PMM1450
		PMM1047
		PMM0340
		PMM0948
		PMM1478
		PMM1274
		PMM0117
		PMM0906
		PMM1607
		PMM0406
		PMM0791
		PMM1053
		PMM0289
		PMM0976
		PMM0394
		PMM0399
		PMM1522
		PMM0567
		PMM1493
		PMM1466
		PMM0622
		PMM1309
		PMM0538
		PMM1479
		PMM1600
		PMM1151
		PMM1174
		PMM0594
		PMM0132
		PMM1392
		PMM0137
		PMM1693
		PMM1625
		PMM1236
		PMM1575
		PMM1441
		PMM1627
		PMM0043
		PMM0003
		PMM1214
		PMM1221
		PMM1531
		PMM0087
		PMM1568
		PMM1187
		PMM0124
		PMM0320
		PMM1487
		PMM0919
		PMM0290
		PMM1671
		PMM0758
		PMM0506
		PMM0963
		PMM0075
		PMM0229
		PMM1577
		PMM0498
		PMM1667
		PMM1204
		PMM0681
		PMM0827
		PMM1685
		PMM1712
		PMM1534
		PMM0311
		PMM0150
		PMM0097
		PMM0007
		PMM1334
		PMM1438
		PMM1265
		PMM0474
		PMM0366
		PMM0545
		PMM0110
		PMM0645
		PMM1007
		PMM0197
		PMM0676
		PMM0496
		PMM1164
		PMM0312
		PMM1657
		PMM0558
		PMM1348
		PMM0951
		PMM0260
		PMM0164
		PMM0961
		PMM1060
		PMM0864
		PMM0458
		PMM1544
		PMM1122
		PMM0329
		PMM0804
		PMM0015
		PMM1401
		PMM1548
		PMM1078
		PMM0081
		PMM1216
		PMM0426
		PMM0759
		PMM0235
		PMM1129
		PMM1032
		PMM1460
		PMM1353
		PMM0793
		PMM0928
		PMM1356
		PMM1138
		PMM0611
		PMM1243
		PMM0055
		PMM1292
		PMM1074
		PMM1102
		PMM0291
		PMM0862
		PMM1528
		PMM1508
		PMM1648
		PMM1622
		PMM0009
		PMM0747
		PMM0742
		PMM1386
		PMM1009
		PMM0208
		PMM0846
		PMM0536
		PMM1364
		PMM0227
		PMM0888
		PMM1299
		PMM0649
		PMM0273
		PMM0012
		PMM0280
		PMM0283
		PMM1042
		PMM0139
		PMM1031
		PMM0380
		PMM0278
		PMM0873
		PMM0191
		PMM1471
		PMM0749
		PMM1658
		PMM1470
		PMM0373
		PMM1674
		PMM0945
		PMM0887
		PMM0169
		PMM0588
		PMM0481
		PMM1108
		PMM0393
		PMM0824
		PMM0415
		PMM0832
		PMM1324
		PMM1120
		PMM0950
		PMM1573
		PMM1121
		PMM1550
		PMM0152
		PMM1559
		PMM1365
		PMM1054
		PMM1599
		PMM0500
		PMM1683
		PMM0762
		PMM1590
		PMM0944
		PMM0188
		PMM1536
		PMM0254
		PMM1190
		PMM0970
		PMM0322
		PMM0632
		PMM0470
		PMM0046
		PMM1185
		PMM0844
		PMM0810
		PMM0443
		PMM0310
		PMM0058
		PMM0395
		PMM0795
		PMM1251
		PMM1606
		PMM0130
		PMM1588
		PMM1080
		PMM0452
		PMM0546
		PMM1087
		PMM0512
		PMM0118
		PMM1636
		PMM1061
		PMM1486
		PMM0435
		PMM0666
		PMM0735
		PMM0619
		PMM0206
		PMM1180
		PMM1005
		PMM1109
		PMM0455
		PMM0788
		PMM0133
		PMM1131
		PMM0522
		PMM0772
		PMM1040
		PMM1665
		PMM1112
		PMM1076
		PMM0965
		PMM0186
		PMM0680
		PMM1202
		PMM1565
		PMM0145
		PMM0178
		PMM1267
		PMM1055
		PMM1307
		PMM0244
		PMM0569
		PMM1519
		PMM0231
		PMM1283
		PMM0704
		PMM0480
		PMM0548
		PMM1237
		PMM1002
		PMM0777
		PMM0896
		PMM0181
		PMM1232
		PMM1510
		PMM1139
		PMM0673
		PMM0268
		PMM1310
		PMM0922
		PMM0913
		PMM0593
		PMM0670
		PMM0088
		PMM0769
		PMM1501
		PMM0874
		PMM1258
		PMM0550
		PMM1297
		PMM0509
		PMM0002
		PMM0156
		PMM0614
		PMM1210
		PMM0285
		PMM0801
		PMM0479
		PMM0779
		PMM0744
		PMM1526
		PMM0601
		PMM0204
		PMM1158
		PMM0869
		PMM0768
		PMM1294
		PMM0866
		PMM0930
		PMM1227
		PMM0184
		PMM0901
		PMM0797
		PMM0057
		PMM1704
		PMM0917
		PMM0555
		PMM0608
		PMM1240
		PMM1072
		PMM1192
		PMM1611
		PMM0706
		PMM1288
		PMM1326
		PMM0617
		PMM0725
		PMM0364
		PMM0068
		PMM1676
		PMM1052
		PMM0993
		PMM0581
		PMM0830
		PMM0333
		PMM0149
		PMM1106
		PMM0929
		PMM1653
		PMM1370
		PMM0789
		PMM1092
		PMM0017
		PMM1271
		PMM1464
		PMM1170
		PMM0770
		PMM0465
		PMM0980
		PMM0093
		PMM0637
		PMM0355
		PMM0894
		PMM0599
		PMM0276
		PMM1592
		PMM0457
		PMM0223
		PMM1068
		PMM0477
		PMM0514
		PMM0325
		PMM0952
		PMM0942
		PMM1234
		PMM0585
		PMM0029
		PMM1247
		PMM0041
		PMM1530
		PMM1541
		PMM0010
		PMM1618
		PMM0560
		PMM0100
		PMM0071
		PMM1646
		PMM1690
		PMM1098
		PMM0572
		PMM0782
		PMM0147
		PMM0370
		PMM1025
		PMM0842
		PMM0293
		PMM0520
		PMM1448
		PMM0972
		PMM0173
		PMM0404
		PMM1063
		PMM0640
		PMM1425
		PMM1585
		PMM0271
		PMM0264
		PMM0775
		PMM1484
		PMM1344
		PMM0233
		PMM0422
		PMM0643
		PMM1021
		PMM0924
		PMM0682
		PMM0064
		PMM1114
		PMM0578
		PMM1083
		PMM0211
		PMM1339
		PMM0591
Comet 2.17	18	"PMM0226,PMM1264"
		PMM1211
		PMM1041
		PMM0652
		PMM1469
		PMM1128
		"PMM0580,PMM1088,gi|54036848|sp|P63284.1|CLPB_ECOLI"
		gi|54036848|sp|P63284.1|CLPB_ECOLI
		PMM0349
		PMM0024
		PMM1506
		"PMM0452,PMM1436"
		"PMM0226,PMM0743,PMM1264"
		PMM0158
		PMM1383
		PMM1096
		PMM1119
		PMM1305
ProtProp99	148	PMM0697
		PMM1410
		PMM0828
		PMM1034
		PMM0839
		PMM0712
		PMM0328
		PMM0180
		PMM0300
		PMM0724
		PMM0417
		PMM0982
		PMM0313
		PMM1105
		PMM0840
		PMM1635
		PMM1388
		PMM0497
		PMM1100
		PMM1317
		PMM1137
		PMM0177
		PMM0358
		PMM0433
		PMM0644
		PMM0221
		PMM1402
		PMM0421
		PMM1311
		PMM1244
		PMM0638
		PMM1624
		PMM0539
		PMM0836
		PMM1357
		PMM1439
		PMM0094
		PMM0566
		PMM0401
		PMM0964
		PMM1095
		PMM0351
		PMM0715
		PMM0592
		PMM0624
		PMM0792
		PMM0537
		PMM0879
		PMM0052
		PMM0192
		PMM1597
		PMM0190
		PMM0412
		PMM0476
		PMM0966
		PMM1681
		PMM1513
		PMM0388
		PMM0262
		PMM1417
		PMM1628
		PMM0270
		PMM1022
		PMM0953
		PMM1424
		PMM0141
		PMM1228
		PMM0998
		PMM0738
		PMM0006
		PMM0816
		PMM0439
		PMM0949
		PMM0176
		PMM0853
		PMM1518
		PMM0995
		PMM0251
		PMM0773
		PMM1302
		PMM0746
		PMM1255
		PMM1615
		PMM0056
		PMM1153
		PMM0651
		PMM1001
		PMM1629
		PMM0432
		PMM1423
		PMM1010
		PMM1116
		PMM0408
		PMM1014
		PMM1701
		PMM1124
		PMM1253
		PMM1397
		PMM0654
		PMM1421
		PMM0245
		PMM0518
		PMM0303
		PMM0163
		PMM1316
		PMM0602
		PMM0691
		PMM0352
		PMM0080
		PMM0317
		PMM0985
		PMM0014
		PMM0305
		PMM0109
		PMM1491
		PMM0237
		PMM1015
		PMM1605
		PMM0402
		PMM1027
		PMM0213
		PMM1130
		PMM0129
		PMM0019
		PMM0113
		PMM0902
		PMM1000
		PMM0309
		PMM1144
		PMM0939
		PMM0695
		PMM0425
		PMM0631
		PMM1481
		PMM0074
		PMM0714
		PMM0379
		PMM0987
		PMM1680
		PMM0437
		PMM0967
		PMM1709
		PMM0562
		PMM0252
		PMM0441
		PMM0634
		PMM0193
		PMM1146
