Names	total	elements
		EJK63755
		ETNP_120m_PROKKA_140329
		NP_300m_PROKKA_58861
		XP_003074444
		ETNP_100m_PROKKA_15388
		ETNP_140m_PROKKA_109167
		NP_85m_PROKKA_10912
		WP_042850021
		WP_038542491
		ETNP_100m_PROKKA_84887
		ETNP_120m_PROKKA_280296
		ETNP_120m_free_PROKKA_319751
		ETNP_110m_PROKKA_21184
		ETNP_100m_particle_PROKKA_73355
		ETNP_90m_PROKKA_201059
		WP_042850982
		WP_053820550
		NP_85m_PROKKA_01578
		ETNP_140m_PROKKA_158331
		ETNP_100m_PROKKA_71998
		WP_011128874
		ETNP14_68maa_PROKKA_194180
		WP_011130894
		ETNP_70m_PROKKA_32299
		ETNP_120m_PROKKA_157940
		XP_002185049
		ETNP14_120maa_PROKKA_134411
		ETNP_140m_PROKKA_136007
		ETNP_90m_PROKKA_181879
		WP_052041211
		ETNP_100m_PROKKA_95374
		NP_100m_PROKKA_00297
		NP_300m_PROKKA_27639
		ETNP_140m_PROKKA_43220
		ETNP14_68maa_PROKKA_33812
		WP_052039612
		ETNP_120m_PROKKA_227310
		NP_85m_PROKKA_24010
		ETNP_100m_PROKKA_74107
		ETNP_120m_free_PROKKA_169904
		ETNP_100m_particle_PROKKA_00069
		KHE90310
		ETNP_90m_PROKKA_202194
		ETNP14_68maa_PROKKA_64086
		ETNP_90m_PROKKA_10449
		ETNP_100m_particle_PROKKA_143408
		WP_011129698
		ETNP_140m_PROKKA_80527
		ETNP_120m_particle_PROKKA_35033
		ETNP_60m_PROKKA_27253
		ETNP_120m_PROKKA_191606
		WP_037981196
		ETNP_120m_free_PROKKA_307154
		ETNP_140m_PROKKA_73018
		ETNP_90m_PROKKA_30201
		ETNP14_120maa_PROKKA_86395
		ETNP_120m_PROKKA_84858
		ETNP_110m_PROKKA_38604
		ETNP_120m_free_PROKKA_319164
		ETNP_140m_PROKKA_48972
		ETNP_90m_PROKKA_50232
		ETNP_120m_PROKKA_44614
		ETNP_90m_PROKKA_85613
		NP_30m_PROKKA_07118
		ETNP_90m_PROKKA_125336
		ETNP_120m_PROKKA_15747
		EJK62831
		ETNP_110m_PROKKA_15224
		WP_042850283
		XP_003057560
		ETNP14_120mac_PROKKA_80038
		ETNP_100m_particle_PROKKA_03099
		ETNP_180m_PROKKA_17359
		WP_011131137
		WP_011131408
		ETNP_90m_PROKKA_90760
		ETNP_120m_particle_PROKKA_234095
		ETNP_120m_PROKKA_72050
		ETNP_140m_PROKKA_116680
		ETNP_180m_PROKKA_137487
		ETNP_100m_particle_PROKKA_126148
		ETNP_90m_PROKKA_09589
		ETNP14_68maa_PROKKA_65160
		ETNP_150m_particle_PROKKA_19507
		ETNP14_68mB_PROKKA_02154
		ETNP_140m_PROKKA_60611
		NP_30m_PROKKA_03352
		WP_011130499
		ETNP_90m_PROKKA_134269
		ETNP_120m_PROKKA_283803
		ETNP_120m_particle_PROKKA_37031
		ETNP_300m_PROKKA_132741
		NP_85m_PROKKA_18135
		ETNP14_68mB_PROKKA_142025
		ETNP_120m_PROKKA_249058
		ETNP_120m_PROKKA_223412
		WP_036915357
		NP_300m_PROKKA_04756
		ETNP_90m_PROKKA_56141
		ETNP14_68mB_PROKKA_105393
		ETNP14_68maa_PROKKA_61871
		ETNP_90m_PROKKA_15075
		ETNP_120m_particle_PROKKA_35018
		ETNP_100m_PROKKA_21334
		ETNP_100m_particle_PROKKA_104676
		NP_85m_PROKKA_17356
		ETNP_140m_PROKKA_39161
		ETNP_120m_PROKKA_193882
		ETNP_160m_PROKKA_79842
		ETNP_140m_PROKKA_115099
		ETNP_140m_PROKKA_82876
		XP_003061708
		ETNP_120m_free_PROKKA_138015
		NP_300m_PROKKA_33020
		WP_036911068
		WP_011129798
		ETNP_100m_particle_PROKKA_73751
		WP_011129980
		ETNP_90m_PROKKA_137186
		ETNP_120m_free_PROKKA_147965
		ETNP_100m_PROKKA_70731
		ETNP_90m_PROKKA_03594
		NP_85m_PROKKA_26014
		ETNP_100m_particle_PROKKA_47732
		ETNP14_68mB_PROKKA_97703
		ETNP_110m_PROKKA_14530
		ETNP14_68maa_PROKKA_121803
		ETNP_120m_PROKKA_239025
		ETNP_120m_PROKKA_342620
		ETNP_300m_PROKKA_63395
		ETNP_100m_particle_PROKKA_12435
		ETNP_90m_PROKKA_209641
		NP_85m_PROKKA_14760
		ETNP_110m_PROKKA_25954
		ETNP_90m_PROKKA_93094
		ETNP14_68maa_PROKKA_127056
		XP_003055512
		CBE69529
		ETNP14_68maa_PROKKA_166963
		ETNP14_68mB_PROKKA_79543
		ETNP_100m_particle_PROKKA_05132
		XP_003082251
		WP_036913959
		ETNP14_120mab_PROKKA_65990
		ETNP_120m_PROKKA_231154
		WP_011131493
		ETNP_120m_PROKKA_09406
		ETNP_180m_PROKKA_61735
		ETNP_70m_PROKKA_09966
		ETNP_70m_PROKKA_114085
		ETNP_140m_PROKKA_79476
		WP_042849671
		ETNP_90m_PROKKA_128541
		NP_85m_PROKKA_27487
		WP_006171882
		ETNP_120m_free_PROKKA_224500
		ETNP14_120maa_PROKKA_67621
		ETNP_300m_PROKKA_156689
		ETNP_90m_PROKKA_28004
		ETNP_110m_PROKKA_20631
		NP_85m_PROKKA_23482
		ETNP_100m_PROKKA_19145
		WP_036913285
		WP_011131100
		ETNP14_68mB_PROKKA_137713
		WP_028953685
		ETNP_120m_PROKKA_161606
		WP_013963181
		NP_30m_PROKKA_14706
		ETNP14_68maa_PROKKA_87488
		ETNP_140m_PROKKA_151089
		ETNP_140m_PROKKA_72531
		ETNP_100m_PROKKA_28036
		ETNP_120m_PROKKA_287328
		ETNP_160m_PROKKA_92785
		WP_006173380
		ETNP_90m_PROKKA_152250
		ETNP_140m_PROKKA_56253
		ETNP_90m_PROKKA_34236
		EJK58168
		ETNP_140m_PROKKA_11123
		ETNP_110m_PROKKA_32756
		NP_300m_PROKKA_23274
		ETNP_100m_particle_PROKKA_140193
		NP_100m_PROKKA_18596
		ETNP_100m_particle_PROKKA_55757
		ETNP14_68maa_PROKKA_155432
		ETNP_100m_PROKKA_74688
		ETNP_140m_PROKKA_25567
		ETNP_100m_particle_PROKKA_153641
		ETNP_110m_PROKKA_05465
		ETNP_140m_PROKKA_89841
		ETNP_120m_particle_PROKKA_08584
		ETNP_160m_PROKKA_179213
		ETNP_60m_PROKKA_04448
		NP_85m_PROKKA_21447
		WP_038650926
		ETNP14_68maa_PROKKA_82752
		ETNP_90m_PROKKA_167733
		ETNP14_120maa_PROKKA_40467
		ETNP_120m_PROKKA_151994
		WP_052043467
		ETNP14_120mab_PROKKA_144272
		ETNP_120m_PROKKA_239032
		ETNP_120m_PROKKA_55102
		ETNP_120m_PROKKA_39566
		ETNP_160m_PROKKA_70692
		ETNP_90m_PROKKA_93122
		ETNP_90m_PROKKA_32306
		WP_023559773
		ETNP_120m_PROKKA_272803
		ETNP_100m_particle_PROKKA_19645
		ETNP_140m_PROKKA_16312
		NP_125m_PROKKA_13217
		WP_011129916
		ETNP_140m_PROKKA_127613
		ETNP_140m_PROKKA_164346
		ETNP_120m_PROKKA_91183
		NP_300m_PROKKA_04737
		ETNP_90m_PROKKA_100473
		ETNP14_68maa_PROKKA_93702
		ETNP_110m_PROKKA_06307
		WP_007099572
		WP_011131147
		ETNP14_120mab_PROKKA_03963
		ETNP14_120maa_PROKKA_193228
		ETNP_110m_PROKKA_34002
		ETNP_100m_PROKKA_20902
		ETNP_100m_PROKKA_02317
		ETNP_120m_free_PROKKA_88768
		ETNP_90m_PROKKA_202196
		ETNP14_120maa_PROKKA_40215
		ETNP_120m_PROKKA_108749
		ETNP_120m_free_PROKKA_141860
		XP_003056131
		XP_002185730
		ETNP_100m_particle_PROKKA_71648
		ETNP_300m_PROKKA_158513
		ETNP_90m_PROKKA_181880
		ETNP_120m_PROKKA_100675
		ETNP_120m_free_PROKKA_159977
		ETNP_140m_PROKKA_61974
		ETNP_120m_free_PROKKA_60142
		ETNP_110m_PROKKA_22333
		ETNP_150m_particle_PROKKA_09951
		ETNP_180m_PROKKA_20196
		ETNP_180m_PROKKA_227335
		ETNP14_68maa_PROKKA_185153
		ETNP_100m_PROKKA_85480
		ETNP_90m_PROKKA_01802
		WP_028952679
		ETNP_90m_PROKKA_08829
		NP_85m_PROKKA_10162
		ETNP14_120maa_PROKKA_115142
		ETNP_300m_PROKKA_15120
		ETNP_140m_PROKKA_159965
		ETNP_160m_PROKKA_60459
		NP_85m_PROKKA_27289
		XP_003061754
		ETNP_120m_PROKKA_132250
		ETNP_120m_free_PROKKA_89878
		ETNP_90m_PROKKA_78522
		ETNP_160m_PROKKA_164678
		ETNP_120m_free_PROKKA_147966
		ETNP_160m_PROKKA_28049
		ETNP_100m_particle_PROKKA_85348
		ETNP_70m_PROKKA_73563
		WP_011130835
		ETNP_180m_PROKKA_81155
		ETNP_140m_PROKKA_80561
		ETNP_70m_PROKKA_125644
		ETNP_90m_PROKKA_122859
		WP_011126930
		ETNP14_68maa_PROKKA_92930
		WP_011130253
		ETNP_100m_PROKKA_72707
		ETNP14_68maa_PROKKA_114524
		WP_011130763
		ETNP14_120maa_PROKKA_142729
		ETNP14_68maa_PROKKA_112391
		ETNP14_68mB_PROKKA_132674
		ETNP_60m_PROKKA_04029
		NP_85m_PROKKA_09331
		ETNP_100m_particle_PROKKA_73227
		ETNP14_120maa_PROKKA_141630
		ETNP_100m_particle_PROKKA_112482
		ETNP_120m_particle_PROKKA_84698
		WP_011127938
		ETNP14_68mB_PROKKA_124586
		NP_85m_PROKKA_37212
		ETNP_100m_particle_PROKKA_09323
		ETNP_100m_particle_PROKKA_13293
		ETNP14_68mB_PROKKA_79685
		ETNP14_120mac_PROKKA_95484
		ETNP_120m_PROKKA_308269
		ETNP_90m_PROKKA_165095
		ETNP_120m_free_PROKKA_42597
		ETNP_100m_particle_PROKKA_54272
		ETNP_100m_PROKKA_36478
		NP_85m_PROKKA_18424
		ETNP_100m_PROKKA_57551
		NP_100m_PROKKA_30403
		ETNP_180m_PROKKA_31069
		WP_036916018
		ETNP14_68mB_PROKKA_74245
		ETNP14_68maa_PROKKA_195166
		WP_036912641
		ETNP_90m_PROKKA_64991
		ETNP14_68maa_PROKKA_164198
		WP_036912975
		ETNP_120m_PROKKA_107422
		ETNP_100m_PROKKA_97628
		WP_036911322
		ETNP_120m_particle_PROKKA_31709
		ETNP14_120mac_PROKKA_78093
		ETNP_160m_PROKKA_11298
		ETNP_140m_PROKKA_15602
		ETNP_70m_PROKKA_88762
		ETNP_160m_PROKKA_78370
		ETNP_120m_particle_PROKKA_08576
		ETNP_180m_PROKKA_46290
		ETNP_120m_PROKKA_150239
		NP_85m_PROKKA_29696
		ETNP_120m_PROKKA_250575
		NP_85m_PROKKA_06153
		WP_026292851
		ETNP_90m_PROKKA_184984
		ETNP_120m_PROKKA_64098
		XP_003074685
		WP_006172981
		WP_038543128
		ETNP_120m_PROKKA_280295
		ETNP_100m_particle_PROKKA_109179
		ETNP_90m_PROKKA_27133
		NP_85m_PROKKA_20191
		ETNP_160m_PROKKA_10312
		ETNP_90m_PROKKA_119714
		ETNP_100m_particle_PROKKA_53949
		NP_100m_PROKKA_25090
		ETNP_120m_PROKKA_307386
		ETNP14_120maa_PROKKA_106485
		ETNP_110m_PROKKA_10944
		ETNP_100m_particle_PROKKA_137353
		ETNP_100m_PROKKA_06117
		ETNP_90m_PROKKA_02573
		ETNP_100m_PROKKA_19143
		ETNP_120m_PROKKA_67736
		ETNP_100m_particle_PROKKA_42616
		ETNP_90m_PROKKA_114429
		ETNP_90m_PROKKA_169372
		ETNP14_68mB_PROKKA_75312
		ETNP_60m_PROKKA_14007
		ETNP14_68maa_PROKKA_187859
		ETNP_110m_PROKKA_10147
		WP_011129434
		ETNP_160m_PROKKA_193731
		NP_85m_PROKKA_06677
		WP_011281581
		ETNP_90m_PROKKA_38210
		ETNP_120m_free_PROKKA_208087
		ETNP_70m_PROKKA_69087
		WP_011129142
		ETNP_100m_PROKKA_37311
		ETNP_100m_particle_PROKKA_101519
		ETNP14_120maa_PROKKA_156172
		ETNP_160m_PROKKA_147723
		ETNP_120m_free_PROKKA_245565
		ETNP_180m_PROKKA_236213
		ETNP14_68mB_PROKKA_168525
		ETNP_120m_free_PROKKA_159043
		ETNP_120m_PROKKA_41608
		ETNP_120m_free_PROKKA_13989
		ETNP_90m_PROKKA_61495
		ETNP_110m_PROKKA_13715
		ETNP_90m_PROKKA_178606
		ETNP14_68maa_PROKKA_187572
		ETNP_90m_PROKKA_150918
		ETNP_140m_PROKKA_116681
		ETNP_100m_PROKKA_61867
		ETNP_180m_PROKKA_17685
		NP_85m_PROKKA_20061
		ETNP_100m_particle_PROKKA_128796
		ETNP_140m_PROKKA_39322
		ETNP14_68mB_PROKKA_44039
		ETNP_90m_PROKKA_202993
		ETNP_120m_PROKKA_239026
		ETNP_90m_PROKKA_202149
		ETNP_120m_free_PROKKA_276029
		ETNP14_68mB_PROKKA_59190
		ETNP14_120maa_PROKKA_44811
		WP_038547160
		ETNP14_120maa_PROKKA_59212
		NP_300m_PROKKA_05383
		ETNP_120m_particle_PROKKA_105542
		WP_011128514
		WP_036911164
		ETNP_120m_PROKKA_206324
		WP_038545388
		NP_85m_PROKKA_22881
		ETNP_100m_particle_PROKKA_41108
		ETNP14_120maa_PROKKA_108424
		WP_036913110
		ETNP_160m_PROKKA_222403
		ETNP_110m_PROKKA_29592
		ETNP14_120mac_PROKKA_73526
		ETNP_120m_PROKKA_278054
		ETNP_110m_PROKKA_23438
		ETNP_160m_PROKKA_59623
		ETNP_100m_PROKKA_78075
		ETNP_140m_PROKKA_82407
		ETNP_120m_PROKKA_108746
		XP_003062035
		ETNP_120m_particle_PROKKA_27564
		ETNP_100m_particle_PROKKA_95343
		ETNP_300m_PROKKA_41812
		ETNP_100m_particle_PROKKA_06251
		ETNP_90m_PROKKA_03450
		NP_85m_PROKKA_14780
		ETNP_90m_PROKKA_208765
		ETNP_180m_PROKKA_39170
		ETNP_110m_PROKKA_28542
		ETNP_120m_PROKKA_132529
		ETNP_110m_PROKKA_06538
		ETNP_180m_PROKKA_144786
		ETNP14_120mab_PROKKA_107578
		ETNP_100m_particle_PROKKA_84573
		ETNP_90m_PROKKA_149426
		ETNP14_120maa_PROKKA_137065
		ETNP_140m_PROKKA_125786
		ETNP14_68maa_PROKKA_105275
		ETNP_120m_particle_PROKKA_37824
		ETNP_100m_PROKKA_74542
		ETNP_140m_PROKKA_136793
		NP_300m_PROKKA_11192
		WP_011129800
		WP_005009266
		ETNP_90m_PROKKA_43773
		XP_002182250
		NP_85m_PROKKA_32232
		ETNP_180m_PROKKA_179831
		ETNP_140m_PROKKA_101650
		NP_85m_PROKKA_16900
		ETNP_120m_PROKKA_239015
		ETNP_90m_PROKKA_109761
		ETNP_120m_particle_PROKKA_216123
		ETNP14_120maa_PROKKA_111366
		NP_85m_PROKKA_10142
		ETNP_100m_particle_PROKKA_122669
		ETNP_100m_PROKKA_11569
		ETNP14_68mB_PROKKA_71513
		ETNP_90m_PROKKA_69470
		WP_006169870
		ETNP14_68maa_PROKKA_46247
		ETNP_90m_PROKKA_34411
		NP_30m_PROKKA_15186
		ETNP14_68maa_PROKKA_00455
		ETNP_90m_PROKKA_124252
		ETNP_90m_PROKKA_50633
		ETNP14_68mB_PROKKA_176244
		ETNP_90m_PROKKA_183406
		ETNP_160m_PROKKA_115920
		WP_036914701
		ETNP_90m_PROKKA_37981
		ETNP_90m_PROKKA_209587
		ETNP_120m_particle_PROKKA_10851
		WP_038654318
		ETNP_100m_PROKKA_68187
		ETNP_110m_PROKKA_02539
		ETNP_120m_PROKKA_287123
		ETNP_110m_PROKKA_07182
		ETNP_100m_PROKKA_32211
		WP_011128857
		ETNP_100m_particle_PROKKA_148077
		ETNP_120m_particle_PROKKA_08583
		ETNP_160m_PROKKA_50944
		NP_30m_PROKKA_23933
		ETNP_100m_particle_PROKKA_26451
		ETNP_120m_free_PROKKA_24898
		ETNP_100m_particle_PROKKA_14979
		ETNP_120m_PROKKA_47446
		ETNP14_120maa_PROKKA_118255
		ETNP_120m_PROKKA_313997
		ETNP_120m_particle_PROKKA_108393
		ETNP_100m_PROKKA_74687
		ETNP_90m_PROKKA_93554
		ETNP_100m_particle_PROKKA_00522
		ETNP_100m_PROKKA_47359
		ETNP_100m_PROKKA_94012
		ETNP14_68mB_PROKKA_48654
		ETNP14_68mB_PROKKA_13664
		ETNP_100m_particle_PROKKA_129096
		ETNP_100m_PROKKA_45816
		NP_30m_PROKKA_07967
		ETNP_90m_PROKKA_61494
		WP_013046767
		ETNP_300m_PROKKA_46898
		ETNP_100m_PROKKA_95635
		ETNP_120m_PROKKA_74496
		NP_300m_PROKKA_22882
		ETNP14_120maa_PROKKA_150057
		ETNP_90m_PROKKA_69523
		ETNP_70m_PROKKA_78069
		ETNP_160m_PROKKA_73854
		ETNP_90m_PROKKA_04314
		ETNP_120m_PROKKA_272804
		ETNP_120m_free_PROKKA_94751
		XP_003059221
		ETNP14_68maa_PROKKA_184568
		NP_100m_PROKKA_03432
		WP_038546571
		XP_003079482
		ETNP_140m_PROKKA_17753
		ETNP_120m_PROKKA_308777
		ETNP_120m_PROKKA_108745
		ETNP_90m_PROKKA_207836
		ETNP_90m_PROKKA_187602
		NP_300m_PROKKA_22777
		ETNP_100m_particle_PROKKA_117517
		ETNP_100m_PROKKA_24476
		NP_125m_PROKKA_17726
		ETNP_90m_PROKKA_53889
		WP_011131125
		WP_038654264
		ETNP_140m_PROKKA_119303
		ETNP_90m_PROKKA_203806
		ETNP_140m_PROKKA_35143
		WP_012844412
		ETNP_140m_PROKKA_116677
		ETNP_90m_PROKKA_195971
		ETNP_90m_PROKKA_04979
		ETNP_90m_PROKKA_202983
		ETNP_90m_PROKKA_182307
		ETNP_160m_PROKKA_177189
		WP_036911511
		ETNP14_68mB_PROKKA_65137
		ETNP_140m_PROKKA_79475
		ETNP14_68maa_PROKKA_171500
		ETNP14_68mB_PROKKA_108521
		ETNP_100m_particle_PROKKA_60360
		ETNP_90m_PROKKA_15076
		ETNP14_120maa_PROKKA_139783
		ETNP_90m_PROKKA_138306
		ETNP_140m_PROKKA_10835
		ETNP_140m_PROKKA_130120
		ETNP_100m_PROKKA_38389
		WP_026853256
		NP_85m_PROKKA_09886
		WP_037981677
		ETNP_120m_particle_PROKKA_115227
		ETNP_300m_PROKKA_137422
		ETNP_70m_PROKKA_132488
		XP_003061514
		WP_006171065
		WP_011130789
		ETNP14_120mab_PROKKA_41666
		ETNP_90m_PROKKA_184989
		ETNP_100m_PROKKA_87907
		ETNP_160m_PROKKA_83311
		ETNP14_120mab_PROKKA_129766
		WP_040353358
		WP_011129429
		ETNP_160m_PROKKA_136068
		ETNP_100m_particle_PROKKA_143439
		ETNP_100m_particle_PROKKA_118992
		ETNP_90m_PROKKA_201169
		WP_036911406
		ETNP14_68mB_PROKKA_40666
		ETNP_160m_PROKKA_208376
		ETNP_90m_PROKKA_102584
		ETNP_140m_PROKKA_126885
		ETNP14_68mB_PROKKA_183810
		WP_038543228
		ETNP14_120maa_PROKKA_50005
		ETNP_120m_PROKKA_308261
		ETNP_140m_PROKKA_132622
		ETNP_90m_PROKKA_165094
		ETNP_110m_PROKKA_06943
		ETNP_140m_PROKKA_68045
		WP_038652138
		WP_006850103
		XP_003082252
		ETNP14_120mab_PROKKA_99920
		ETNP_100m_particle_PROKKA_60224
		ETNP_110m_PROKKA_26060
		NP_85m_PROKKA_23219
		ETNP_90m_PROKKA_103720
		ETNP_120m_free_PROKKA_226201
		ETNP_300m_PROKKA_115333
		NP_85m_PROKKA_04531
		NP_85m_PROKKA_09264
		ETNP_160m_PROKKA_55515
		ETNP_160m_PROKKA_204921
		ETNP_180m_PROKKA_107323
		ETNP_120m_PROKKA_342100
		ETNP_120m_PROKKA_302154
		ETNP14_68maa_PROKKA_41253
		ETNP_120m_PROKKA_115988
		ETNP14_68maa_PROKKA_191671
		WP_038654757
		ETNP_100m_PROKKA_47820
		ETNP_100m_particle_PROKKA_29654
		ETNP_110m_PROKKA_15606
		ETNP_120m_PROKKA_126325
		NP_300m_PROKKA_08503
		ETNP_100m_PROKKA_72073
		ETNP_120m_free_PROKKA_182310
		ETNP_100m_particle_PROKKA_73465
		WP_011825158
		ETNP_100m_PROKKA_53918
		WP_011293945
		ETNP_120m_free_PROKKA_180180
		WP_011131112
		ETNP14_68mB_PROKKA_131805
		ETNP14_68maa_PROKKA_58668
		WP_036913158
		ETNP_100m_PROKKA_30176
		ETNP_300m_PROKKA_118922
		WP_017952242
		NP_300m_PROKKA_01039
		ETNP_120m_free_PROKKA_311372
		ETNP_140m_PROKKA_160404
		ETNP14_68maa_PROKKA_133587
		WP_038543042
		NP_300m_PROKKA_40392
		WP_011131320
		ETNP14_120maa_PROKKA_20001
		ETNP_100m_PROKKA_53395
		ETNP_100m_PROKKA_63048
		ETNP_120m_PROKKA_276298
		ETNP_120m_PROKKA_93821
		ETNP_120m_PROKKA_181814
		WP_036912674
		ETNP_90m_PROKKA_111294
		ETNP_120m_PROKKA_272956
		NP_85m_PROKKA_19416
		WP_038653917
		XP_003059520
		ETNP_100m_particle_PROKKA_43442
		ETNP14_68maa_PROKKA_67735
		NP_85m_PROKKA_30832
		ETNP_110m_PROKKA_45826
		NP_100m_PROKKA_18306
		ETNP_120m_free_PROKKA_17809
		ETNP_120m_PROKKA_98353
		ETNP_70m_PROKKA_90241
		ETNP_90m_PROKKA_168171
		ETNP_300m_PROKKA_126326
		ETNP14_120mab_PROKKA_104793
		ETNP_120m_PROKKA_321604
		ETNP_120m_PROKKA_275941
		WP_048106091
		ETNP_160m_PROKKA_146664
		ETNP14_68mB_PROKKA_58879
		ETNP14_68mB_PROKKA_35144
		NP_125m_PROKKA_10804
		ETNP_90m_PROKKA_168214
		ETNP_120m_PROKKA_64099
		ETNP_140m_PROKKA_130144
		ETNP_120m_PROKKA_84306
		ETNP_140m_PROKKA_20457
		ETNP14_68maa_PROKKA_72299
		WP_014705664
		ETNP_100m_PROKKA_52245
		EJK77863
		ETNP14_68mB_PROKKA_68372
		ETNP_160m_PROKKA_213082
		ETNP_90m_PROKKA_41164
		ETNP_120m_free_PROKKA_235836
		WP_011129498
		ETNP_90m_PROKKA_167324
		WP_038546584
		ETNP_120m_PROKKA_192514
		WP_036905521
		ETNP_160m_PROKKA_96972
		ETNP_90m_PROKKA_39891
		ETNP_90m_PROKKA_103266
		ETNP14_68mB_PROKKA_22260
		ETNP_120m_PROKKA_239016
		ETNP_180m_PROKKA_140286
		WP_006172775
		ETNP_120m_PROKKA_52531
		ETNP_100m_PROKKA_21330
		ETNP_100m_particle_PROKKA_99529
		ETNP14_68maa_PROKKA_41492
		ETNP_120m_PROKKA_94437
		ETNP_100m_PROKKA_54311
		ETNP14_120mab_PROKKA_44820
		ETNP_100m_particle_PROKKA_01097
		ETNP14_68maa_PROKKA_81354
		ETNP14_68maa_PROKKA_173207
		WP_036911259
		ETNP_120m_PROKKA_84682
		ETNP_120m_free_PROKKA_103676
		ETNP14_120maa_PROKKA_66447
		ETNP_120m_free_PROKKA_88083
		ETNP_90m_PROKKA_68089
		ETNP_90m_PROKKA_152244
		ETNP_90m_PROKKA_03190
		ETNP_90m_PROKKA_94806
		ETNP_140m_PROKKA_70385
		ETNP14_68maa_PROKKA_112286
